country,date,sector,value
"WORLD","07/01/2019","International Aviation","1.53195",
"WORLD","07/01/2019","Power","36.64",
"WORLD","07/01/2019","Residential","16.9532",
"Brazil","08/01/2019","Industry","0.365018",
"Brazil","08/01/2019","Ground Transport","0.505403",
"Brazil","08/01/2019","International Aviation","0.02218",
"Brazil","08/01/2019","Domestic Aviation","0.0269624",
"Brazil","08/01/2019","Residential","0.10755",
"Brazil","08/01/2019","Power","0.0563323",
"China","08/01/2019","Industry","11.8251",
"China","08/01/2019","Ground Transport","2.64556",
"China","08/01/2019","International Aviation","0.0939835",
"China","08/01/2019","Domestic Aviation","0.154574",
"China","08/01/2019","Residential","3.19005",
"China","08/01/2019","Power","12.9892",
"EU27 & UK","08/01/2019","Industry","2.00031",
"EU27 & UK","08/01/2019","Ground Transport","2.76373",
"EU27 & UK","08/01/2019","International Aviation","0.357537",
"EU27 & UK","08/01/2019","Domestic Aviation","0.0408541",
"EU27 & UK","08/01/2019","Residential","2.90741",
"EU27 & UK","08/01/2019","Power","2.64356",
"France","08/01/2019","Industry","0.199829",
"France","08/01/2019","Ground Transport","0.369112",
"France","08/01/2019","International Aviation","0.0432187",
"France","08/01/2019","Domestic Aviation","0.0125918",
"France","08/01/2019","Residential","0.374165",
"France","08/01/2019","Power","0.134759",
"Germany","08/01/2019","Industry","0.308136",
"Germany","08/01/2019","Ground Transport","0.505814",
"Germany","08/01/2019","International Aviation","0.0689108",
"Germany","08/01/2019","Domestic Aviation","0.00566914",
"Germany","08/01/2019","Residential","0.618115",
"Germany","08/01/2019","Power","0.470596",
"India","08/01/2019","Industry","1.87021",
"India","08/01/2019","Ground Transport","0.774351",
"India","08/01/2019","International Aviation","0.00797583",
"India","08/01/2019","Domestic Aviation","0.0528398",
"India","08/01/2019","Residential","0.796236",
"India","08/01/2019","Power","3.4623",
"Italy","08/01/2019","Industry","0.270681",
"Italy","08/01/2019","Ground Transport","0.289937",
"Italy","08/01/2019","International Aviation","0.0226884",
"Italy","08/01/2019","Domestic Aviation","0.00575695",
"Italy","08/01/2019","Residential","0.499964",
"Italy","08/01/2019","Power","0.280433",
"Japan","08/01/2019","Industry","0.967631",
"Japan","08/01/2019","Ground Transport","0.485723",
"Japan","08/01/2019","International Aviation","0.048597",
"Japan","08/01/2019","Domestic Aviation","0.027272",
"Japan","08/01/2019","Residential","0.587327",
"Japan","08/01/2019","Power","1.38457",
"ROW","08/01/2019","Industry","11.8004",
"ROW","08/01/2019","Ground Transport","6.56842",
"ROW","08/01/2019","International Aviation","0.705555",
"ROW","08/01/2019","Domestic Aviation","0.167915",
"ROW","08/01/2019","Residential","5.49763",
"ROW","08/01/2019","Power","10.7551",
"Russia","08/01/2019","Industry","0.995404",
"Russia","08/01/2019","Ground Transport","0.499707",
"Russia","08/01/2019","International Aviation","0.0234963",
"Russia","08/01/2019","Domestic Aviation","0.0344833",
"Russia","08/01/2019","Residential","1.29226",
"Russia","08/01/2019","Power","2.44895",
"Spain","08/01/2019","Industry","0.216049",
"Spain","08/01/2019","Ground Transport","0.28491",
"Spain","08/01/2019","International Aviation","0.0386189",
"Spain","08/01/2019","Domestic Aviation","0.00735336",
"Spain","08/01/2019","Residential","0.174623",
"Spain","08/01/2019","Power","0.122966",
"United Kingdom","08/01/2019","Industry","0.163397",
"United Kingdom","08/01/2019","Ground Transport","0.339877",
"United Kingdom","08/01/2019","International Aviation","0.0819318",
"United Kingdom","08/01/2019","Domestic Aviation","0.00396739",
"United Kingdom","08/01/2019","Residential","0.335633",
"United Kingdom","08/01/2019","Power","0.182456",
"United States","08/01/2019","Industry","2.16197",
"United States","08/01/2019","Ground Transport","4.48933",
"United States","08/01/2019","International Aviation","0.198693",
"United States","08/01/2019","Domestic Aviation","0.437056",
"United States","08/01/2019","Residential","2.71916",
"United States","08/01/2019","Power","3.74781",
"WORLD","08/01/2019","Domestic Aviation","0.941956",
"WORLD","08/01/2019","Ground Transport","18.7322",
"WORLD","08/01/2019","Industry","31.9861",
"WORLD","08/01/2019","International Aviation","1.45802",
"WORLD","08/01/2019","Power","37.4878",
"WORLD","08/01/2019","Residential","17.0976",
"Brazil","09/01/2019","Industry","0.374064",
"Brazil","09/01/2019","Ground Transport","0.502713",
"Brazil","09/01/2019","International Aviation","0.0213106",
"Brazil","09/01/2019","Domestic Aviation","0.0269093",
"Brazil","09/01/2019","Residential","0.10755",
"Brazil","09/01/2019","Power","0.0577282",
"China","09/01/2019","Industry","11.4455",
"China","09/01/2019","Ground Transport","2.64531",
"China","09/01/2019","International Aviation","0.0935791",
"China","09/01/2019","Domestic Aviation","0.1562",
"China","09/01/2019","Residential","3.1776",
"China","09/01/2019","Power","13.0544",
"EU27 & UK","09/01/2019","Industry","2.22555",
"EU27 & UK","09/01/2019","Ground Transport","2.76979",
"EU27 & UK","09/01/2019","International Aviation","0.360283",
"EU27 & UK","09/01/2019","Domestic Aviation","0.0414897",
"EU27 & UK","09/01/2019","Residential","3.10233",
"EU27 & UK","09/01/2019","Power","2.94123",
"France","09/01/2019","Industry","0.21717",
"France","09/01/2019","Ground Transport","0.368283",
"France","09/01/2019","International Aviation","0.0387126",
"France","09/01/2019","Domestic Aviation","0.0129547",
"France","09/01/2019","Residential","0.423805",
"France","09/01/2019","Power","0.146454",
"Germany","09/01/2019","Industry","0.419298",
"Germany","09/01/2019","Ground Transport","0.509132",
"Germany","09/01/2019","International Aviation","0.0697457",
"Germany","09/01/2019","Domestic Aviation","0.00529544",
"Germany","09/01/2019","Residential","0.725934",
"Germany","09/01/2019","Power","0.640367",
"India","09/01/2019","Industry","1.93515",
"India","09/01/2019","Ground Transport","0.776585",
"India","09/01/2019","International Aviation","0.00820441",
"India","09/01/2019","Domestic Aviation","0.054796",
"India","09/01/2019","Residential","0.896121",
"India","09/01/2019","Power","3.58251",
"Italy","09/01/2019","Industry","0.255764",
"Italy","09/01/2019","Ground Transport","0.291486",
"Italy","09/01/2019","International Aviation","0.0236181",
"Italy","09/01/2019","Domestic Aviation","0.0059002",
"Italy","09/01/2019","Residential","0.480544",
"Italy","09/01/2019","Power","0.264978",
"Japan","09/01/2019","Industry","1.00535",
"Japan","09/01/2019","Ground Transport","0.484615",
"Japan","09/01/2019","International Aviation","0.0500631",
"Japan","09/01/2019","Domestic Aviation","0.0273203",
"Japan","09/01/2019","Residential","0.686698",
"Japan","09/01/2019","Power","1.43854",
"ROW","09/01/2019","Industry","11.8445",
"ROW","09/01/2019","Ground Transport","6.62367",
"ROW","09/01/2019","International Aviation","0.743676",
"ROW","09/01/2019","Domestic Aviation","0.164941",
"ROW","09/01/2019","Residential","5.60353",
"ROW","09/01/2019","Power","10.6429",
"Russia","09/01/2019","Industry","0.998087",
"Russia","09/01/2019","Ground Transport","0.52979",
"Russia","09/01/2019","International Aviation","0.0241482",
"Russia","09/01/2019","Domestic Aviation","0.0334723",
"Russia","09/01/2019","Residential","1.27861",
"Russia","09/01/2019","Power","2.45555",
"Spain","09/01/2019","Industry","0.185292",
"Spain","09/01/2019","Ground Transport","0.287214",
"Spain","09/01/2019","International Aviation","0.037838",
"Spain","09/01/2019","Domestic Aviation","0.00770439",
"Spain","09/01/2019","Residential","0.161817",
"Spain","09/01/2019","Power","0.10546",
"United Kingdom","09/01/2019","Industry","0.25246",
"United Kingdom","09/01/2019","Ground Transport","0.341033",
"United Kingdom","09/01/2019","International Aviation","0.0809431",
"United Kingdom","09/01/2019","Domestic Aviation","0.00402282",
"United Kingdom","09/01/2019","Residential","0.396293",
"United Kingdom","09/01/2019","Power","0.281907",
"United States","09/01/2019","Industry","2.11841",
"United States","09/01/2019","Ground Transport","4.58574",
"United States","09/01/2019","International Aviation","0.183752",
"United States","09/01/2019","Domestic Aviation","0.422724",
"United States","09/01/2019","Residential","3.06678",
"United States","09/01/2019","Power","3.67231",
"WORLD","09/01/2019","Domestic Aviation","0.927853",
"WORLD","09/01/2019","Ground Transport","18.9182",
"WORLD","09/01/2019","Industry","31.9466",
"WORLD","09/01/2019","International Aviation","1.48502",
"WORLD","09/01/2019","Power","37.8452",
"WORLD","09/01/2019","Residential","17.9192",
"Brazil","10/01/2019","Industry","0.378116",
"Brazil","10/01/2019","Ground Transport","0.506668",
"Brazil","10/01/2019","International Aviation","0.02203",
"Brazil","10/01/2019","Domestic Aviation","0.0286524",
"Brazil","10/01/2019","Residential","0.10755",
"Brazil","10/01/2019","Power","0.0583537",
"China","10/01/2019","Industry","11.5817",
"China","10/01/2019","Ground Transport","2.64639",
"China","10/01/2019","International Aviation","0.103764",
"China","10/01/2019","Domestic Aviation","0.163105",
"China","10/01/2019","Residential","3.06192",
"China","10/01/2019","Power","13.3101",
"EU27 & UK","10/01/2019","Industry","2.61513",
"EU27 & UK","10/01/2019","Ground Transport","2.77648",
"EU27 & UK","10/01/2019","International Aviation","0.394089",
"EU27 & UK","10/01/2019","Domestic Aviation","0.0420271",
"EU27 & UK","10/01/2019","Residential","3.28216",
"EU27 & UK","10/01/2019","Power","3.4561",
"France","10/01/2019","Industry","0.251542",
"France","10/01/2019","Ground Transport","0.370055",
"France","10/01/2019","International Aviation","0.0443068",
"France","10/01/2019","Domestic Aviation","0.0126252",
"France","10/01/2019","Residential","0.468332",
"France","10/01/2019","Power","0.169633",
"Germany","10/01/2019","Industry","0.642396",
"Germany","10/01/2019","Ground Transport","0.505276",
"Germany","10/01/2019","International Aviation","0.074882",
"Germany","10/01/2019","Domestic Aviation","0.00399909",
"Germany","10/01/2019","Residential","0.787712",
"Germany","10/01/2019","Power","0.981089",
"India","10/01/2019","Industry","1.92987",
"India","10/01/2019","Ground Transport","0.776269",
"India","10/01/2019","International Aviation","0.0084578",
"India","10/01/2019","Domestic Aviation","0.0546156",
"India","10/01/2019","Residential","0.901013",
"India","10/01/2019","Power","3.57274",
"Italy","10/01/2019","Industry","0.257411",
"Italy","10/01/2019","Ground Transport","0.291171",
"Italy","10/01/2019","International Aviation","0.0257694",
"Italy","10/01/2019","Domestic Aviation","0.00604585",
"Italy","10/01/2019","Residential","0.510353",
"Italy","10/01/2019","Power","0.266685",
"Japan","10/01/2019","Industry","1.04586",
"Japan","10/01/2019","Ground Transport","0.487828",
"Japan","10/01/2019","International Aviation","0.0508941",
"Japan","10/01/2019","Domestic Aviation","0.0290368",
"Japan","10/01/2019","Residential","0.627191",
"Japan","10/01/2019","Power","1.49651",
"ROW","10/01/2019","Industry","11.4181",
"ROW","10/01/2019","Ground Transport","6.75784",
"ROW","10/01/2019","International Aviation","0.778772",
"ROW","10/01/2019","Domestic Aviation","0.177865",
"ROW","10/01/2019","Residential","5.7485",
"ROW","10/01/2019","Power","10.482",
"Russia","10/01/2019","Industry","1.01505",
"Russia","10/01/2019","Ground Transport","0.529522",
"Russia","10/01/2019","International Aviation","0.0277451",
"Russia","10/01/2019","Domestic Aviation","0.0344718",
"Russia","10/01/2019","Residential","1.2893",
"Russia","10/01/2019","Power","2.49729",
"Spain","10/01/2019","Industry","0.202241",
"Spain","10/01/2019","Ground Transport","0.289099",
"Spain","10/01/2019","International Aviation","0.0413444",
"Spain","10/01/2019","Domestic Aviation","0.00788902",
"Spain","10/01/2019","Residential","0.179106",
"Spain","10/01/2019","Power","0.115107",
"United Kingdom","10/01/2019","Industry","0.287205",
"United Kingdom","10/01/2019","Ground Transport","0.342715",
"United Kingdom","10/01/2019","International Aviation","0.0888275",
"United Kingdom","10/01/2019","Domestic Aviation","0.00461745",
"United Kingdom","10/01/2019","Residential","0.377607",
"United Kingdom","10/01/2019","Power","0.320704",
"United States","10/01/2019","Industry","2.50968",
"United States","10/01/2019","Ground Transport","4.62149",
"United States","10/01/2019","International Aviation","0.207945",
"United States","10/01/2019","Domestic Aviation","0.478",
"United States","10/01/2019","Residential","3.5946",
"United States","10/01/2019","Power","4.35057",
"WORLD","10/01/2019","Domestic Aviation","1.00777",
"WORLD","10/01/2019","Ground Transport","19.1025",
"WORLD","10/01/2019","Industry","32.4936",
"WORLD","10/01/2019","International Aviation","1.5937",
"WORLD","10/01/2019","Power","39.2237",
"WORLD","10/01/2019","Residential","18.6122",
"Brazil","11/01/2019","Industry","0.370613",
"Brazil","11/01/2019","Ground Transport","0.528008",
"Brazil","11/01/2019","International Aviation","0.021119",
"Brazil","11/01/2019","Domestic Aviation","0.0234875",
"Brazil","11/01/2019","Residential","0.10755",
"Brazil","11/01/2019","Power","0.0571957",
"China","11/01/2019","Industry","11.4537",
"China","11/01/2019","Ground Transport","2.67921",
"China","11/01/2019","International Aviation","0.0930549",
"China","11/01/2019","Domestic Aviation","0.128542",
"China","11/01/2019","Residential","2.99134",
"China","11/01/2019","Power","13.5808",
"EU27 & UK","11/01/2019","Industry","2.47951",
"EU27 & UK","11/01/2019","Ground Transport","2.78424",
"EU27 & UK","11/01/2019","International Aviation","0.369422",
"EU27 & UK","11/01/2019","Domestic Aviation","0.0430719",
"EU27 & UK","11/01/2019","Residential","3.18964",
"EU27 & UK","11/01/2019","Power","3.27687",
"France","11/01/2019","Industry","0.250148",
"France","11/01/2019","Ground Transport","0.375498",
"France","11/01/2019","International Aviation","0.0449784",
"France","11/01/2019","Domestic Aviation","0.0135713",
"France","11/01/2019","Residential","0.446648",
"France","11/01/2019","Power","0.168693",
"Germany","11/01/2019","Industry","0.579793",
"Germany","11/01/2019","Ground Transport","0.500407",
"Germany","11/01/2019","International Aviation","0.0691461",
"Germany","11/01/2019","Domestic Aviation","0.00508969",
"Germany","11/01/2019","Residential","0.742688",
"Germany","11/01/2019","Power","0.88548",
"India","11/01/2019","Industry","1.93279",
"India","11/01/2019","Ground Transport","0.750989",
"India","11/01/2019","International Aviation","0.00838667",
"India","11/01/2019","Domestic Aviation","0.0467991",
"India","11/01/2019","Residential","0.788301",
"India","11/01/2019","Power","3.57815",
"Italy","11/01/2019","Industry","0.276532",
"Italy","11/01/2019","Ground Transport","0.295746",
"Italy","11/01/2019","International Aviation","0.0249008",
"Italy","11/01/2019","Domestic Aviation","0.00521714",
"Italy","11/01/2019","Residential","0.545605",
"Italy","11/01/2019","Power","0.286495",
"Japan","11/01/2019","Industry","0.952824",
"Japan","11/01/2019","Ground Transport","0.491974",
"Japan","11/01/2019","International Aviation","0.0471387",
"Japan","11/01/2019","Domestic Aviation","0.0199526",
"Japan","11/01/2019","Residential","0.588934",
