Country,Short Names,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
NOR,meat_consumption_per_capita_4,3.57,3.73,3.79,3.83,4.06,4.09,4.11,3.7,3.47,3.37,3.53,3.62,3.66,3.54,3.76,3.71,3.61,3.65,3.95,3.42,3.46,3.3,3.34,3.45,3.38,3.43,3.36,3.33,3.35,2.98,2.86,3.05,3.04
NZL,meat_consumption_1,126.56,118.3,124.12,122.98,108.82,148.14,154.31,135.4,118.49,126.25,128.27,120.94,158.98,73.02,117.65,138.04,120.78,91.51,93.11,109.81,107.16,104.29,100.72,102.52,100.5,91.39,83.32,81.34,80.56,77.54,72.3,72.83,70.73
NZL,meat_consumption_2,47.8,46.63,49.26,52.98,60.64,58.54,59.61,57.06,60.68,65.54,66.21,62.87,65.84,71.08,77.67,79.73,85.93,87.28,88.12,88.2,82.97,90.52,92.28,92.07,95.83,105.23,104.24,111.97,116.59,113.96,111.97,112.08,122.35
NZL,meat_consumption_3,56.3,58.3,60.9,68.2,75.36,92.99,91.08,89.12,97.41,100.63,107.68,117.5,129.26,142.04,149.54,158.97,152.85,146.48,147.1,139.03,142.92,148.21,165.12,165.93,173.55,176.8,197.74,206.09,213.55,222.81,209.34,219.16,208.77
NZL,meat_consumption_4,107.45,116.58,119.1,86.89,158.78,125.4,64.15,111.53,113.45,98.62,105.05,120.17,92.81,102.37,95.03,94.88,90.62,83.38,65.77,41.61,30.35,27.87,28.18,31.55,32.55,30.77,29.21,28.28,22.52,19.29,17.82,17.59,16.42
NZL,meat_consumption_per_capita_1,24.56,22.4,23.16,22.69,19.83,26.6,27.29,23.65,20.53,21.75,22.02,20.58,26.64,12,19.06,22.1,19.12,14.32,14.43,16.84,16.29,15.72,15.09,15.22,14.72,13.17,11.81,11.34,11.02,10.35,9.45,9.39,9.02
NZL,meat_consumption_per_capita_2,10.11,9.62,10.01,10.65,12.04,11.45,11.49,10.86,11.45,12.3,12.39,11.65,12.02,12.73,13.71,13.91,14.82,14.88,14.88,14.74,13.74,14.87,15.06,14.89,15.3,16.52,16.1,17.01,17.38,16.57,15.94,15.74,17
NZL,meat_consumption_per_capita_3,9.79,9.89,10.18,11.27,12.3,14.95,14.43,13.94,15.11,15.53,16.56,17.9,19.4,20.91,21.7,22.79,21.67,20.53,20.42,19.1,19.45,20.01,22.15,22.06,22.77,22.81,25.1,25.74,26.16,26.63,24.49,25.3,23.84
NZL,meat_consumption_per_capita_4,20.54,21.75,21.89,15.79,28.5,22.18,11.18,19.19,19.36,16.74,17.77,20.14,15.32,16.58,15.17,14.96,14.13,12.85,10.04,6.29,4.54,4.14,4.16,4.61,4.7,4.37,4.08,3.89,3.04,2.54,2.29,2.23,2.06
PAK,meat_consumption_1,666.75,695.75,730.88,767.64,806.91,846.77,716.8,826.82,845.9,866.76,885.3,906.81,928.98,950,977.46,1002.03,1303.27,1347.99,1381.09,1420.76,1461.76,1512.49,1552.38,1607.81,1653.06,1700.25,1765.29,2039.2,2102.02,2158.13,2227.36,2305.54,2376.7
PAK,meat_consumption_2,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0.05,0.06,0.13,0,0,0,0.01,0.01,0.01,0.02,0.01,0.02,0.09,0.07,0.1,0.03,0.04,0.1
PAK,meat_consumption_3,160.71,154.9,173.16,269.29,300.42,312.55,359.7,391.67,288.69,314.77,331.97,343.95,359.81,377.17,383.51,389.17,517.42,559.21,605.65,656.82,711.27,770.56,838.11,911.39,989.93,1078.87,1174.5,1279.39,1391.99,1518.83,1655.39,1808.76,1920.24
PAK,meat_consumption_4,483.99,518.99,555.94,594.85,636.94,683.12,433.49,434.01,444.88,455.28,463.71,478.62,491.22,502.69,513.34,526.94,394.03,400.04,411.23,418.09,421.99,427.38,434.79,456.37,461.97,473.87,487.05,699.51,713.69,726.27,741.2,760.91,778.9
PAK,meat_consumption_per_capita_1,3.94,3.97,4.05,4.15,4.25,4.33,3.5,3.97,3.91,3.91,3.89,3.91,3.9,3.9,3.93,3.93,5.04,5.07,5.1,5.12,5.25,5.31,5.34,5.4,5.45,5.48,5.58,6.35,6.42,6.47,6.55,6.65,6.73
PAK,meat_consumption_per_capita_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK,meat_consumption_per_capita_3,0.85,0.79,0.86,1.3,1.42,1.43,1.58,1.68,1.2,1.27,1.31,1.33,1.35,1.38,1.38,1.37,1.79,1.88,2,2.12,2.29,2.42,2.58,2.74,2.92,3.12,3.33,3.57,3.81,4.08,4.36,4.67,4.87
PAK,meat_consumption_per_capita_4,2.82,2.92,3.03,3.17,3.31,3.44,2.09,2.05,2.03,2.02,2.01,2.03,2.03,2.03,2.03,2.04,1.5,1.48,1.5,1.49,1.49,1.48,1.47,1.51,1.5,1.51,1.52,2.15,2.15,2.14,2.15,2.16,2.17
PER,meat_consumption_1,123.49,119.55,114.76,113.04,107.46,116.34,119.36,128.56,130.96,139.36,133.32,133.33,138.78,144.61,149.83,158.93,166.3,168.14,167.63,168.92,177.06,183.98,191.69,199.45,201.89,201.97,198.28,194.36,197.07,201.78,194.5,199.78,200.81
PER,meat_consumption_2,66.52,68.88,73.1,75.65,78.11,80.5,83.49,86.98,71.25,66.46,91.97,93.29,92.84,93.15,99.37,105.35,110.23,116.07,116.87,116.86,120.15,121.78,127.86,134.12,143.24,153.56,159.42,169.23,174.83,184.77,178.34,187.37,198
PER,meat_consumption_3,249.12,295.55,322.88,306.18,320.49,357.58,391.46,441.95,473.16,504.83,519.86,524.87,563.69,584.98,584.29,657.4,717.8,779.41,886.69,978.81,1041.45,1124.95,1234.81,1282.89,1344.78,1455.43,1563.06,1629.22,1757.63,1834.35,1800.79,1855.83,1867.67
PER,meat_consumption_4,35.22,29.24,28.56,26.91,25.94,26.56,27,28.18,29.01,36.91,37.6,37.78,37.23,38.22,40.17,40.3,40.66,40.51,39.76,39.61,39.8,40.4,41.55,41.35,40.59,39.07,39.78,38.95,38.63,38.88,37.27,38.21,38.44
PER,meat_consumption_per_capita_1,3.64,3.46,3.23,3.1,2.89,3.08,3.1,3.29,3.29,3.45,3.25,3.22,3.31,3.42,3.51,3.7,3.84,3.86,3.82,3.82,4,4.13,4.27,4.4,4.41,4.36,4.22,4.07,4.06,4.09,3.88,3.94,3.92
PER,meat_consumption_per_capita_2,2.14,2.17,2.24,2.26,2.29,2.32,2.36,2.43,1.95,1.79,2.44,2.45,2.41,2.4,2.54,2.67,2.77,2.9,2.9,2.88,2.96,2.98,3.1,3.23,3.41,3.61,3.7,3.86,3.92,4.08,3.88,4.03,4.22
PER,meat_consumption_per_capita_3,6.57,7.65,8.13,7.53,7.72,8.47,9.1,10.13,10.66,11.18,11.34,11.34,12.04,12.38,12.27,13.69,14.85,16.02,18.11,19.82,21.09,22.61,24.63,25.36,26.31,28.14,29.79,30.53,32.39,33.27,32.19,32.79,32.68
PER,meat_consumption_per_capita_4,1.02,0.83,0.79,0.73,0.69,0.69,0.69,0.71,0.72,0.9,0.9,0.9,0.88,0.89,0.93,0.92,0.92,0.92,0.89,0.88,0.89,0.89,0.91,0.9,0.87,0.83,0.83,0.8,0.78,0.78,0.73,0.74,0.74
PHL,meat_consumption_1,138.69,139.57,148.74,160.57,180.85,211.25,239.3,281.11,281.13,345.74,375.58,358.32,378.51,379.03,409.82,377.31,373.29,424.58,429.4,399.08,422.53,410.93,402.9,397.3,435.34,444,418.51,397.09,375.32,364.4,343.94,394.74,393.59
PHL,meat_consumption_2,684.81,701.7,658.56,731.05,757.38,814.23,1042.95,1097.91,1144.61,1212.76,1238.93,1289.41,1360.84,1405.07,1387.79,1436.74,1583.92,1637.95,1646.05,1680.94,1727.18,1728.2,1741.52,1791.64,1802.27,1872.52,1867.95,1812.8,1784.61,1730.92,1592.01,1517.86,1530.96
PHL,meat_consumption_3,241.97,287.21,307.57,364.02,381.41,420.05,475.91,518.62,518.52,548.43,577.63,627.3,669.98,680.77,706.41,704.42,718.19,816.71,888.74,917.36,994.74,1058.81,1164.75,1211.77,1310.71,1412.29,1503.26,1567.18,1728.44,1837.94,1749.98,1773.1,1741.37
PHL,meat_consumption_4,27.19,25.04,26.65,28.6,30.26,30.81,30.67,31.05,31.54,33.67,34.24,34.13,34.1,33.56,34.06,36.61,45.48,50.1,53.86,55,56.06,56.24,54.93,55.26,56.22,57.43,49.82,42.86,34.66,34.46,32.07,33.9,35.48
PHL,meat_consumption_per_capita_1,1.45,1.42,1.47,1.56,1.71,1.95,2.18,2.5,2.45,2.95,3.14,2.94,3.04,2.98,3.16,2.85,2.77,3.1,3.08,2.82,2.97,2.84,2.74,2.65,2.86,2.87,2.67,2.5,2.33,2.23,2.07,2.34,2.31
PHL,meat_consumption_per_capita_2,7.77,7.76,7.09,7.72,7.82,8.21,10.34,10.65,10.88,11.29,11.29,11.52,11.92,12.05,11.66,11.83,12.82,13.03,12.88,12.93,13.24,13.02,12.89,13.04,12.91,13.21,12.99,12.42,12.05,11.53,10.42,9.82,9.78
PHL,meat_consumption_per_capita_3,2.26,2.61,2.72,3.16,3.24,3.48,3.88,4.13,4.05,4.2,4.33,4.61,4.82,4.8,4.88,4.77,4.78,5.34,5.71,5.8,6.27,6.56,7.09,7.25,7.72,8.19,8.59,8.82,9.6,10.06,9.42,9.43,9.14
PHL,meat_consumption_per_capita_4,0.28,0.25,0.26,0.27,0.28,0.28,0.27,0.27,0.27,0.28,0.28,0.28,0.27,0.26,0.26,0.27,0.33,0.36,0.38,0.38,0.39,0.38,0.37,0.36,0.36,0.37,0.31,0.27,0.21,0.21,0.19,0.2,0.2
PRY,meat_consumption_1,85.84,175.62,201.17,192.91,193.52,203.84,198.64,197.71,192.53,224.54,185.52,173.58,163.03,184.7,115.27,82.71,93.69,86.41,88.97,88.08,82.48,167.88,72.75,85.94,109.62,94.19,110.29,186.78,165.12,162.96,168.72,171.29,145.01
PRY,meat_consumption_2,118.13,120.55,126.49,126.79,127.82,130.16,116.12,118.07,119.45,120.67,42.89,43.69,33.61,36.58,37.56,35.31,32.23,30.77,28.89,30.71,32.65,34.29,34.62,34.35,32.14,34.5,43.59,45.56,52.18,56.31,61.7,65.43,67.96
PRY,meat_consumption_3,24.72,18.61,20.17,22.11,30.86,33.79,34.49,36.63,38.05,41.97,34.88,38.17,38.21,38.92,43.04,43.05,46.54,31.02,37.83,37.03,36.06,40.67,41.9,43.45,60.27,64.8,65.22,64.99,69.5,72.14,68.87,69.78,69.69
PRY,meat_consumption_4,3.42,3.33,3.24,3.27,3.31,3.14,3.13,3.18,3.39,3.44,3.26,3.24,3.27,3.23,3.66,3.28,3.4,3.26,3.2,3.43,3.59,3.67,3.75,3.79,3.78,3.62,3.87,2.5,2.55,2.5,2.58,3.06,3.16
PRY,meat_consumption_per_capita_1,13.39,26.79,29.99,28.02,27.43,28.24,26.87,26.15,24.92,28.47,22.9,21,19.31,21.52,13.12,9.21,10.29,9.31,9.49,9.26,8.58,17.41,7.34,8.57,10.85,9.19,10.65,17.91,15.62,15.23,15.58,15.59,13.04
PRY,meat_consumption_per_capita_2,20.08,20.04,20.54,20.06,19.74,19.65,17.12,17.01,16.84,16.67,5.77,5.76,4.34,4.64,4.66,4.28,3.86,3.61,3.36,3.52,3.7,3.87,3.81,3.73,3.47,3.67,4.59,4.76,5.38,5.73,6.21,6.49,6.66
PRY,meat_consumption_per_capita_3,3.45,2.54,2.69,2.88,3.92,4.19,4.18,4.34,4.41,4.76,3.86,4.14,4.05,4.06,4.39,4.29,4.58,2.99,3.61,3.48,3.36,3.78,3.79,3.88,5.34,5.66,5.64,5.58,5.89,6.04,5.7,5.69,5.61
PRY,meat_consumption_per_capita_4,0.53,0.5,0.48,0.47,0.46,0.43,0.42,0.41,0.43,0.43,0.4,0.39,0.38,0.37,0.41,0.36,0.37,0.35,0.34,0.36,0.37,0.37,0.37,0.37,0.37,0.35,0.37,0.24,0.24,0.23,0.23,0.27,0.28
RUS,meat_consumption_1,0,0,4278.85,4006.31,3805.01,3303,3201.92,3219.44,2947.76,2508.13,2170.32,2341.76,2485.45,2529.5,2492.42,2587.26,2436.51,2678.02,2887.9,2623.05,2616.85,2686.67,2685.84,2460.07,2490.23,2232.1,2088.1,2066.49,2103.51,2007.13,1953.56,1910.39,1879.02
RUS,meat_consumption_2,0,0,0,2791.87,2622.45,2628.38,2214.2,2238.7,2216.05,2018.37,1837.68,1971.9,2331.95,2372.56,2240.33,2247.75,2471.52,2755.01,3017.1,2971.73,3151.09,3294.4,3517.23,3642.66,3477.78,3480.63,3675.49,3856.75,3791.99,3964.42,4118.92,4142.09,4268.2
RUS,meat_consumption_3,0,0,1484.03,1455.42,1767,1829.5,1942.1,2080.88,1894.99,1885.74,1461.71,2150.02,2331.76,2301.98,2316.32,2730.36,2919.87,3113.45,3230.66,3284.57,3209.26,3313.58,3820.56,3944.06,4150.38,4293.26,4342.57,4603.09,4586.94,4604.71,4491.31,4554.97,4594.6
RUS,meat_consumption_4,0,0,348.37,371.91,317.32,291.46,238.66,217,191.28,146.21,142.09,135.6,139.44,136.14,145.72,161.07,169.77,179.14,205.26,190.96,193.38,200.82,199.27,199.47,208.64,206.1,215.82,217.78,207.55,204.69,204.76,214.74,212.37
RUS,meat_consumption_per_capita_1,0,0,18.99,17.76,16.87,14.67,14.26,14.36,13.18,11.24,9.65,10.5,11.22,11.48,11.36,11.85,11.2,12.34,13.32,12.08,12.06,12.38,12.37,11.29,11.41,10.19,9.51,9.4,9.55,9.11,8.88,8.7,8.58
RUS,meat_consumption_per_capita_2,0,0,0,13.48,12.67,12.72,10.74,10.88,10.79,9.85,8.91,9.63,11.47,11.73,11.13,11.22,12.38,13.83,15.16,14.92,15.83,16.54,17.65,18.22,17.36,17.32,18.24,19.11,18.76,19.6,20.39,20.56,21.24
RUS,meat_consumption_per_capita_3,0,0,5.9,5.78,7.02,7.28,7.74,8.31,7.59,7.56,5.82,8.63,9.43,9.35,9.46,11.2,12.02,12.85,13.34,13.55,13.25,13.67,15.75,16.22,17.02,17.56,17.71,18.75,18.65,18.71,18.27,18.58,18.8
RUS,meat_consumption_per_capita_4,0,0,1.52,1.62,1.39,1.28,1.05,0.95,0.84,0.65,0.62,0.6,0.62,0.61,0.65,0.73,0.77,0.81,0.93,0.87,0.88,0.91,0.9,0.9,0.94,0.93,0.97,0.98,0.93,0.92,0.92,0.96,0.96
SAU,meat_consumption_1,70.37,83.17,87.69,50.7,54.84,96.66,67.15,64.6,82,59.84,85.42,53.3,85.19,86.29,107.56,102.45,132.21,145.16,148.73,153.41,171.88,169.05,185.9,182.35,176.66,196.2,183.45,175.57,175.33,190.92,203.79,212.05,219.7
SAU,meat_consumption_2,0,0,0,0,0,0,0,0,0,0,0.74,0.33,2.34,2.34,2.59,4.74,4.16,5.41,5.39,6.52,6.2,8.25,6.11,4.63,7.9,8,6.98,20.91,20.91,14.26,17.4,14.14,15.72
SAU,meat_consumption_3,475.19,525.06,473.66,450.34,432.05,565.8,548.73,617.67,700.82,780.35,792.96,849.56,794.36,875.04,856.36,975.47,948.35,1001.88,1042.82,1122.33,1237.65,1229.73,1231.25,1414.25,1320.86,1476.82,1497.77,1327.75,1325.35,1371.41,1503.63,1494.92,1392
SAU,meat_consumption_4,105.13,109.56,116.8,152.51,136.88,154.47,151.65,148.5,141.31,146.3,155.17,142.01,142.92,152.11,155.55,167.44,147.83,157.63,149.95,136.12,155.61,172.49,182.11,185,197.79,200.98,172.97,174.38,168.13,169.53,175.07,182.15,191.16
SAU,meat_consumption_per_capita_1,2.83,3.22,3.28,1.85,1.94,3.37,2.29,2.16,2.69,1.93,2.69,1.63,2.55,2.51,3.02,2.8,3.5,3.75,3.75,3.76,4.15,3.96,4.22,4.01,3.77,4.09,3.73,3.49,3.43,3.68,3.87,3.96,4.05
SAU,meat_consumption_per_capita_2,0,0,0,0,0,0,0,0,0,0,0.03,0.01,0.08,0.07,0.08,0.14,0.12,0.15,0.15,0.17,0.16,0.21,0.15,0.11,0.18,0.18,0.15,0.45,0.45,0.3,0.36,0.29,0.32
SAU,meat_consumption_per_capita_3,17.11,18.23,15.88,14.71,13.69,17.67,16.74,18.5,20.63,22.5,22.35,23.32,21.28,22.8,21.53,23.86,22.51,23.21,23.54,24.66,26.77,25.78,25.03,27.88,25.25,27.56,27.29,23.66,23.22,23.66,25.55,25.01,22.96
SAU,meat_consumption_per_capita_4,4.16,4.18,4.31,5.48,4.77,5.31,5.09,4.89,4.57,4.64,4.81,4.29,4.21,4.36,4.3,4.51,3.86,4.02,3.72,3.29,3.7,3.98,4.07,4.01,4.16,4.13,3.47,3.42,3.24,3.22,3.27,3.35,3.47
THA,meat_consumption_1,316.45,318.92,316.18,337.23,274.1,359.02,323.1,284.43,251.97,228.25,199.34,146.61,140.81,142.68,152.13,152.8,161.59,180.69,168.67,170.54,189.66,170.79,156.31,152.21,144.06,152.82,151.38,150.49,135.13,136.95,114.65,112.87,120.58
THA,meat_consumption_2,336.01,400.5,432.79,457.63,487.9,486.05,509.64,530.5,463.71,450.03,685.53,687.81,770.85,852.62,863.7,896.29,975.39,990.66,879.58,855.29,879.66,859.59,923.64,941.22,923.45,908.74,887.2,890.39,873.95,861.9,838.05,848.34,565.57
THA,meat_consumption_3,524.17,699.79,849.8,878.26,814.6,812.46,857.53,840.28,900.18,798.49,746.54,749.06,681.7,720.45,588.73,760.03,679.66,759.44,629.75,635.24,630.52,626.34,747.71,979.55,1068.4,826.29,752.88,674.22,641.13,643.26,636.14,575.75,567.71
THA,meat_consumption_4,1.33,1.41,1.69,1.31,1.2,1.1,0.82,0.85,0.93,0.93,1.02,1.38,1.31,1.4,1.92,2.06,1.99,2.48,2.37,2.23,2.29,2.68,2.98,3.3,3.28,3.34,3.6,3.39,3.63,3.43,2.85,2.74,2.95
THA,meat_consumption_per_capita_1,3.63,3.62,3.55,3.76,3.02,3.93,3.5,3.04,2.65,2.37,2.06,1.5,1.43,1.44,1.52,1.52,1.6,1.78,1.65,1.66,1.87,1.68,1.53,1.48,1.4,1.47,1.45,1.44,1.29,1.3,1.09,1.07,1.14
THA,meat_consumption_per_capita_2,4.2,4.95,5.3,5.56,5.86,5.79,6.01,6.18,5.32,5.09,7.71,7.66,8.52,9.38,9.42,9.74,10.55,10.65,9.4,9.1,9.45,9.19,9.83,9.98,9.75,9.55,9.29,9.29,9.08,8.93,8.65,8.74,5.81
THA,meat_consumption_per_capita_3,5.39,7.11,8.55,8.77,8.04,7.96,8.31,8.04,8.49,7.43,6.9,6.85,6.19,6.51,5.28,6.79,6.04,6.71,5.53,5.55,5.57,5.5,6.54,8.53,9.28,7.14,6.48,5.78,5.47,5.48,5.4,4.88,4.8
THA,meat_consumption_per_capita_4,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
TUR,meat_consumption_1,381.68,372.97,337.77,334.28,311.09,309.38,323.29,384.98,363.56,354.7,499.47,499.93,501.32,503.66,502.46,500.13,522.09,551.84,588.62,607.99,688.79,810.26,796.82,786.86,809.13,884.15,964.65,1103.98,1350.82,1322.59,1331.78,1439.51,1474.8
TUR,meat_consumption_2,0.4,0.38,0.3,0.21,0.34,0.34,0.11,0.09,0.13,0.11,0.19,0.04,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUR,meat_consumption_3,414.6,414.31,440.3,459.05,477.27,501.3,427.02,475.72,497.29,604.87,666.02,613.3,710.98,884.61,889.44,937.41,899.72,1050.08,1046.92,1212.03,1338.73,1414.85,1461.72,1486.48,1543.93,1608.76,1597.42,1761.19,1732.63,1710.14,1673.03,1679.46,1785.6
TUR,meat_consumption_4,362.89,363.52,360.27,359.37,324.56,408.5,364.84,376.1,372.19,366.64,278.99,282.64,277,261.26,242.55,241.01,236.13,241.95,242.89,234.73,228.96,255.01,273.48,295.68,302.51,319.9,342.12,340.87,374.06,403.18,436.04,479.91,522.75
TUR,meat_consumption_per_capita_1,4.42,4.2,3.72,3.61,3.3,3.23,3.31,3.9,3.61,3.49,4.86,4.78,4.71,4.7,4.64,4.53,4.68,4.94,5.18,5.28,6.15,7.13,6.91,6.73,6.8,7.33,7.87,8.85,10.69,10.33,10.28,11.01,11.22
TUR,meat_consumption_per_capita_2,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUR,meat_consumption_per_capita_3,4.3,4.18,4.34,4.45,4.53,4.69,3.91,4.32,4.42,5.33,5.8,5.25,5.99,7.4,7.36,7.6,7.22,8.42,8.26,9.43,10.7,11.15,11.35,11.38,11.62,11.94,11.68,12.65,12.28,11.96,11.57,11.51,12.17
TUR,meat_consumption_per_capita_4,4.14,4.03,3.91,3.83,3.39,4.2,3.67,3.76,3.64,3.55,2.67,2.66,2.57,2.4,2.21,2.15,2.09,2.13,2.11,2.01,2.01,2.21,2.34,2.49,2.51,2.61,2.75,2.69,2.92,3.1,3.32,3.62,3.92
UKR,meat_consumption_1,1985.4,1877.6,1521.65,1286.14,1158.7,981.64,796.55,782.87,681.26,648.54,678.44,551.62,562.85,562.4,539.89,552.62,588.65,530.03,500.46,446.7,419.81,393.36,376.76,407.66,391.85,350.71,339.02,316.92,311.97,327.09,320.92,281.55,288.82
UKR,meat_consumption_2,1576.3,1421.1,1167.85,1008.41,860.38,805.2,787.52,700.69,676.5,638.7,738.06,592.24,599.01,626.49,599.26,543.82,585.2,710.23,799.51,687.58,764.44,802.69,934.21,930.62,771.37,736.46,748.85,738.08,735.92,735.94,731.68,766.64,700.9
UKR,meat_consumption_3,708.4,654.4,499.2,363.73,264.84,235.09,308.76,241.62,251.17,291.72,244.31,331.73,394.48,444.97,684.76,665.4,771.93,856.66,1075.07,1094.3,1103.72,1037.43,1139.66,1124.57,1081.57,1072.1,1070.26,1092.95,1070.75,1109.26,1091.86,1038.27,914.4
UKR,meat_consumption_4,45.8,39.7,35,30,42.64,38.19,31.24,23.72,20.58,18.88,16.81,15.22,16.43,16.4,16.48,16.22,14.6,15.3,17.11,17.8,21.1,19.6,19.71,18.72,14.41,13.7,13.4,13.5,14.19,13.67,11.24,9.6,2.53
UKR,meat_consumption_per_capita_1,25.32,23.99,19.52,16.54,14.95,12.73,10.39,10.29,9.04,8.68,9.14,7.48,7.72,7.77,7.52,7.75,8.32,7.54,7.16,6.41,6.08,5.72,5.5,5.97,5.76,5.17,5.02,4.72,4.67,4.93,4.86,4.29,4.43
UKR,meat_consumption_per_capita_2,21.9,19.78,16.32,14.13,12.1,11.38,11.2,10.04,9.78,9.32,10.83,8.75,8.95,9.43,9.1,8.31,9.01,11.01,12.46,10.75,12.07,12.71,14.86,14.86,12.35,11.83,12.09,11.97,12.01,12.08,12.08,12.74,11.72
UKR,meat_consumption_per_capita_3,8.09,7.49,5.73,4.19,3.06,2.73,3.61,2.84,2.98,3.5,2.95,4.03,4.84,5.51,8.54,8.36,9.77,10.92,13.77,14.06,14.32,13.5,14.9,14.76,14.23,14.16,14.2,14.57,14.36,14.97,14.82,14.18,12.57
UKR,meat_consumption_per_capita_4,0.58,0.5,0.44,0.38,0.54,0.49,0.4,0.31,0.27,0.25,0.22,0.2,0.22,0.22,0.23,0.22,0.2,0.21,0.24,0.25,0.3,0.28,0.28,0.27,0.21,0.2,0.2,0.2,0.21,0.2,0.17,0.14,0.04
USA,meat_consumption_1,11047.42,11076.05,11145.85,11018.41,11527.97,11726.19,11902.57,11767.68,12051.79,12324.7,12502.56,12351.21,12737.93,12338.91,12667.49,12663.36,12833.82,12841.44,12447.32,12268.34,12032.32,11689.67,11701.59,11569.14,11211.28,11276.32,11678.36,12046.11,12175.84,12409.75,12535.99,12677.97,12982.92
USA,meat_consumption_2,7271.31,7438.69,7927.07,7901.17,8087.11,8059.44,7618.09,7629.89,8304.83,8597.4,8456.33,8387.84,8684.94,8815.58,8816.3,8669.97,8640.94,8966.17,8814.22,8998.38,8656.82,8332.96,8408.71,8684.04,8650.02,9341.29,9476.46,9541.33,9748.17,10064.81,10027.12,9911.01,10016.69
USA,meat_consumption_3,10047.99,10564.63,11079.01,11383.82,11681.83,11768.01,12138.6,12365.85,12618.95,13547.46,13838.21,13981.09,14775.79,15028.27,15485.11,15851.71,16081.68,15976.45,16074.88,15497.46,15990.06,16471.32,15888.45,15938.8,16313.92,17423.41,17773.58,18064.79,18376.41,18887.16,19138.9,19464.58,19914.54
USA,meat_consumption_4,180.37,179.98,176.21,172.81,157.08,156.9,151.27,150.78,163.1,162.41,160.54,166.77,172.79,166.53,169,161.37,161.47,174.68,155.47,153.59,143.76,133.76,135.84,146.83,154.09,162,172.79,176.81,186.61,188.61,202.83,226.23,218.98
USA,meat_consumption_per_capita_1,29.53,29.2,28.95,28.23,29.14,29.26,29.34,28.64,28.97,29.27,29.34,28.68,29.29,28.1,28.57,28.28,28.38,28.12,27,26.37,25.65,24.71,24.51,24.03,23.09,23.05,23.68,24.24,24.33,24.64,24.77,24.97,25.47
USA,meat_consumption_per_capita_2,21.18,21.37,22.44,22.05,22.27,21.91,20.46,20.24,21.75,22.24,21.62,21.22,21.76,21.87,21.66,21.1,20.82,21.39,20.83,21.07,20.11,19.19,19.19,19.65,19.41,20.8,20.94,20.92,21.22,21.77,21.58,21.27,21.41
USA,meat_consumption_per_capita_3,24.06,24.94,25.77,26.12,26.44,26.3,26.79,26.95,27.16,28.81,29.08,29.07,30.43,30.65,31.27,31.71,31.85,31.32,31.23,29.83,30.52,31.18,29.81,29.65,30.08,31.89,32.28,32.55,32.88,33.58,33.86,34.33,34.99
USA,meat_consumption_per_capita_4,0.48,0.47,0.45,0.44,0.39,0.39,0.37,0.36,0.39,0.38,0.37,0.38,0.39,0.37,0.38,0.36,0.35,0.38,0.33,0.33,0.3,0.28,0.28,0.3,0.31,0.33,0.35,0.35,0.37,0.37,0.39,0.44,0.42
VNM,meat_consumption_1,164.32,165.34,172.92,170.8,175.7,179.95,175.6,164.29,163.28,178.82,186.3,194.57,201.36,205.53,224.43,264.36,303.93,407.12,520.41,619.17,585.16,814.27,843.2,1091.23,1337.33,1311.96,1305.44,1449.77,1238.23,1098.14,695.2,720.42,774.05
VNM,meat_consumption_2,712.4,690.52,807.69,858.3,945.14,1000.68,1047.48,1089.5,1161.43,1248.97,1402.61,1488.72,1639.92,1786,2268.51,2271.13,2558.05,2531.2,2753.5,3021.01,3022.59,3082.12,3144.04,3214.32,3338.68,3476.54,3625.37,3735.43,3875.62,3375.19,3763.6,3954.11,4033
VNM,meat_consumption_3,169.56,164.67,175.52,168.07,170.05,175.22,196.6,284.96,299.74,325.44,292.96,307.97,348.64,373.69,352.89,327.27,386.33,514.97,683.4,798.04,1121.88,1498.13,1244.62,889.81,940.95,985.73,1046.61,1113.53,1222.23,1487.86,1723.52,1695.51,1717.3
VNM,meat_consumption_4,2.79,2.34,2.34,2.65,3.22,4.17,4.65,4.64,4.71,4.7,4.82,4.95,5.48,6.06,7.93,9.33,10.68,12.66,10.96,13.13,16.68,12.94,11.67,12.7,11.24,13.79,14.09,16.94,19.02,21.79,21.65,21.54,21.67
VNM,meat_consumption_per_capita_1,1.55,1.53,1.57,1.53,1.55,1.57,1.5,1.39,1.36,1.47,1.52,1.58,1.62,1.63,1.78,2.07,2.36,3.13,3.97,4.68,4.43,6.1,6.25,8,9.7,9.42,9.28,10.21,8.63,7.58,4.75,4.89,5.21
